adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count,keywords
False,,0,,,135545,tt0246520,en,A Conversation with Gregory Peck,"Not your usual film biography, A Conversation With Gregory Peck (2000) goes on-the-road and behind-the-scenes with Gregory Peck and his one man show. The actor's traveling program features question and answer sessions with the American icon and allows the actor to reminisce about his career.",0.448833,/s9bJoeymGXH9FMlMqwe6kXgZjSS.jpg,,,1999-01-01,0,97,en,Released,,A Conversation with Gregory Peck,False,7.0,1,woman director
False,,0,Comedy;Drama,http://www.odettetoulemonde-lefilm.com/,4171,tt0486636,fr,Odette Toulemonde,"Objectively, Odette Toulemonde has nothing to be happy about, but is. Balthazar Balsan has everything to be happy about, but isn’t. Odette, awkwardly forty, with a delightful hairdresser son and a daughter bogged down in adolescence, spends her days behind the cosmetic’s counter in a department store and her nights sewing feathers on costumes for Parisian variety shows. She dreams of thanking Balthazar Balsan, her favorite author, to whom – she believes – she owes her optimism. The rich and charming Parisian writer then turns up in her life in an unexpected way.",2.156849,/fK1ho6wYHYvoifkh8OejEC4pQoP.jpg,Pathé Renn Productions;TF1 Films Production;Bel Ombre Films;Radio Télévision Belge Francophone (RTBF);Antigone Cinéma;Les Films de l'Etang,,2006-11-06,0,100,fr,Released,,Odette Toulemonde,False,5.5,36,based on novel;new love;department store;unexpected happiness;door;closing time;cosmetics and hygiene;mother daughter relationship;author;fate
False,,0,TV Movie;Drama,,143247,tt0361856,en,Lucy,"MOW about the life of Lucille Ball, focusing on the loving yet tumultuous relationship with Desi Arnaz.",0.981883,/4kQ7H5tN2WpFUQYRtMUjbZHIHYs.jpg,,,2003-05-04,0,128,en,Released,,Lucy,False,6.3,8,
False,,0,Drama;Comedy,http://www.exgirlfriendsmovie.com/,135200,tt1853555,en,Ex-Girlfriends,"Jennifer Carpenter, Kristen Connolly and Alexander Poe star in a comedy about three New Yorkers struggling to uncover the truth behind their romantic entanglements. Disheartened by his latest relationship catastrophe, Graham (Poe) attempts to rekindle the spark with his ex-girlfriend, Laura (Connolly). In the attempt to win her back Graham discovers he has a unique problem: Laura and another one his ex-girlfriends (Carpenter) are dating the same guy.",0.340973,/gvYsdP0sv2N0PYAkdXstJJKT7up.jpg,Poe/films,,2012-11-28,0,72,en,Released,,Ex-Girlfriends,False,4.5,5,new york;relationship;romantic entanglements
False,,60000000,Crime;Drama;Action;Thriller,http://gangstersquad.warnerbros.com/,82682,tt1321870,en,Gangster Squad,"Los Angeles, 1949. Ruthless, Brooklyn-born mob king Mickey Cohen runs the show in this town, reaping the ill-gotten gains from the drugs, the guns, the prostitutes and — if he has his way — every wire bet placed west of Chicago. And he does it all with the protection of not only his own paid goons, but also the police and the politicians who are under his control. It’s enough to intimidate even the bravest, street-hardened cop… except, perhaps, for the small, secret crew of LAPD outsiders led by Sgt. John O’Mara and Jerry Wooters who come together to try to tear Cohen’s world apart.",8.581558,/qutxlK5ggpFZ2Cq0a4sOUsUNvKB.jpg,Village Roadshow Pictures;Lin Pictures;Warner Bros.;Langley Park Production,,2013-01-10,105200903,113,en,Released,No Names. No Badges. No Mercy.,Gangster Squad,False,6.2,1805,los angeles;gangster
False,,0,Action,,26467,tt0283999,en,The Climb,"A pair of mismatched rock climbers must learn to work together to conquer one of the world's most treacherous mountains in this adventure tale. After rescuing a wealthy man, solo climbers Michael and Derrick are rewarded with a chance to summit Mount Chicanagua. Risk-taker Derrick clashes with safety-conscious Michael, but in order to live through the ordeal they must work as a team.",0.407244,/8oHm0nPKX4DZBhpGCXb7zddtFJc.jpg,,,2002-01-01,0,99,,Released,,The Climb,False,5.3,3,
False,,0,Action;Fantasy,,46500,tt0088379,en,The Warrior and the Sorceress,"The mighty warrior, Kain, crosses the barren wastelands of the planet Ura, where two arch enemies, Zeg and the evil degenerate Balcaz, fight incessantly for control of the village's only well. Kain sees his opportunity and announces that his sword is for hire... but his eyes stay clearly on the beautiful captive sorceress Naja, and his newly awakened purpose.",1.650324,/sJCf4EGnEC1PwEy0nLMs3YQzgUh.jpg,New Horizon Picture Corp.,,1984-09-07,0,81,en,Released,An age undreamed of. An age of mystery and magic. Of swords and sorcery.,The Warrior and the Sorceress,False,3.3,10,monster;sword;nudity;slavery;lizard;remake;water shortage;duel;desert;well;tentacles
False,,0,Action;Thriller,,92681,tt0131046,en,T.N.T.,"The Tactical Neutralization Team, or T.N.T., is a squad of elite soldiers sent on top-secret, near-suicidal missions around the world. After one of their missions ends in failure, team member Alex decides he's had enough of the special-op life and calls it quits. His commanding officer, however, doesn't want the security risk of a former member walking around, so he assigns another member of the team to hunt down Alex and retire him permanently.",0.156926,/s3ya8z2NXVFEQYn7Af9mx6qPxo.jpg,,,1998-01-09,0,90,en,Released,,T.N.T.,False,3.0,4,gunfight;hand to hand combat;special ops;gulf war vet
False,,0,Documentary;TV Movie,,79528,tt1567736,en,Segredos da Tribo,"What happens when western anthropologists descend on the Amazon and make one of the last unacculturated tribes in existence, the Yanomami, the most exhaustively filmed and studied tribe on the planet? Despite their ""do no harm"" creed and scientific aims, the small army of anthropologists that has studied the Yanomami since the 1960s has wreaked havoc among the tribe - and sparked a war within the anthropology community itself.",0.043862,/9tT8E3fxYGpShpoQSnEoHwRNBL0.jpg,Danmarks Radio (DR);Yleisradio (YLE);BBC;Arte France;Screen East;Impact Partners;HBO Documentary Films;Zazen Producciones;Avenue B Productions;SBS TV;Stampede Films,,2010-01-22,0,98,en,Released,A behind-the-scenes look at a scientific community torn apart by infighting.,Secrets of the Tribe,False,5.0,1,exploitation;amazon;tribe;anthropology;morality;sociology;rainforest;professional ethics;ethics;ethnocentrism
False,,0,Comedy;Romance;Science Fiction,http://www.codependentlesbianspacealienseekssame.com/,105538,tt1762248,en,Codependent Lesbian Space Alien Seeks Same,"The adventures of lesbian space aliens on the planet Earth, and the story of the romance between Jane, a shy greeting card store employee, and Zoinx, the woman Jane does not realize is from outer-space. Meanwhile, two government agents, or 'Men In Black,' are closely tracking Jane and the aliens while harboring their own secrets.",0.681778,/fU4L3uWIU9bSRdoPe5kK0pcI2wW.jpg,,,2012-01-06,0,76,en,Released,,Codependent Lesbian Space Alien Seeks Same,False,3.3,2,alien;lesbian;agent;woman director
False,,0,Action;Foreign;Thriller,,32168,tt0475750,en,태풍,"Myung-sin, who has become a pirate, lives with hatred in his heart and endures the hardships, seeks revenge on the two nations, North and South Korea, using nuclear waste that has the devastating power of plutonium. Se-jong, a South Korean naval officer departs with his team of elite forces to prevent Sin's master plan of Nuclear Typhoon. Born under the same skies of the same race, but of a completely different nation... Living a life so different, the two point their guns at each other's heart...",1.946581,/rk0jK1Q5LRWIdDWFrHbdilhVgA2.jpg,Zininsa Film Production,,2005-01-01,0,124,en;ko;zh;ru;th,Released,,Typhoon,False,5.3,14,
False,,15000000,Horror,http://www.mamamovie.com/,132232,tt2023587,en,Mama,"Guillermo del Toro presents Mama, a supernatural thriller that tells the haunting tale of two little girls who disappeared into the woods the day that their parents were killed. When they are rescued years later and begin a new life, they find that someone or something still wants to come tuck them in at night.",16.018525,/lPcwVnhg3T3MQBtTU31Rx4xwEQH.jpg,Universal Pictures;Toma 78;De Milo,,2013-01-17,146497771,100,en,Released,A Mother's Love is Forever,Mama,False,6.0,1452,supernatural horror
False,,0,Documentary,http://www.specialwhenlitmovie.com,66720,tt1511532,en,Special When Lit,"What made more money than the entire American movie industry through the 50s and 60s? Pinball. Special When Lit rediscovers the lure of a lost pop icon. A product of the mechanical and electrical age, the American invention swept the world and defined cool. Now it is relegated to a nostalgic footnote deserving a better fate. Joining the fans, collectors, designers and champion players from across the globe who share a world many of us didn't know still existed.",0.727515,/2sypUF5tNLk9sKim273tBhodfzT.jpg,Steam Motion & Sound,,2009-10-01,0,97,en,Released,Rediscover a lost icon,Special When Lit,False,7.4,11,chicago;history;pinball;game;amusement park;jaws;interviews
False,,0,Crime;Drama;TV Movie;Thriller,,84834,tt0070000,en,Double Indemnity,"A scheming wife lures an insurance investigator into helping murder her husband and then declare it an accident. The investigator's boss, not knowing his man is involved in it, suspects murder and sets out to prove it.",0.64384,/1gcKa4rgMqtYgcLQS7RW0r6TWPL.jpg,Universal TV,,1973-10-13,0,75,en,Released,,Double Indemnity,False,5.0,7,insurance fraud;remake
False,,0,Crime;Thriller,http://www.crime2012.co.kr/,89501,tt2082221,ko,범죄와의 전쟁,"A corrupted customs officer, Choi Ik-hyeon, faces losing his job. Then, his life turns around as he meets ganster Choi Hyeong-bae who has connection with the Yakuza. They quickly form a partnetship; Hyeong-bae helps Ik-hyeon set up a business with the money from drug trafficking while Ik-hyeon lobbies for his partner Hyeong-bae. As the government declares war on crime, however, their partnership begins to crack.",5.765418,/60yiFR9HhPeg4qw8zjVdQv398Yh.jpg,Showbox/Mediaplex;㈜팔레트픽처스,,2012-02-02,0,133,ko,Released,War against Crime: Golden Age of the Bad Guys,Nameless Gangster,False,6.7,51,police;cop;gangster;crime;south korea;decomposition;1980s;bad guy
False,,0,Documentary,http://beautyisembarrassing.com,90603,tt2040281,en,Beauty Is Embarrassing,"Raised in the Tennessee mountains, Wayne White started his career as a cartoonist in NYC. He quickly found success as one of the creators of the Pee-wee's Playhouse TV show which soon led to more work designing some of the most arresting and iconic images in pop culture. Recently his word paintings featuring pithy and and often sarcastic text statements finely crafted onto vintage landscape paintings have made him a darling of the fine art world. The movie chronicles the vaulted highs and crushing lows of an artist struggling to find peace and balance between his professional work and his personal art. This is especially complicated for a man who struggles with the virtues he most often mocks in his art...Vanity, ego and fame.",0.790239,/mrbQoNhL6TsWNi6s95fkxrzyRB5.jpg,,,2012-09-07,0,88,en,Released,,Beauty Is Embarrassing,False,8.2,6,
False,,0,Drama,,83588,tt1211890,en,Middle of Nowhere,'Middle of Nowhere' follows a woman named Ruby who lost her husband to incarceration and lost herself in the process.,1.50978,/7VXkSTd0MKhB0CJBCrd4R8zZaKh.jpg,,,2012-10-12,0,101,en,Released,,Middle of Nowhere,False,6.6,7,prison;woman director
False,,0,Documentary;Family,,159203,tt2066922,en,Metsän Tarina,"FOREST TALE is a family film unique Finnish forests, the colorful and diverse life. film starring Forest by numerous individuals: the bears and deer, snakes and owls, ants, frogs and flying squirrels, the ancient soul of birds such as the Siberian jay, woodpecker and many, many others. Central role are also hundreds of years old trees. There is still a primeval forest is an impressive experience, and gives us a reason to respect the forest environment like the old days of his contemporaries did. around a campfire in the woods has always been told and listened to",0.359806,/d8O3Frc3zS73eKBrFgxZ2uFGCJN.jpg,,,2012-12-28,0,75,fi,Released,,Tale of a Forest,False,6.9,7,
False,,0,Crime;Drama;Horror;Thriller,,54075,tt1325723,en,Choose,"Fiona Wagner, a journalism student, tracks a cold-blooded killer with the help of her detective father and a therapist.",1.754538,/ga5KAR64wiin54ikfM4h5B7wZh5.jpg,The 7th Floor;SC Films,,2011-01-17,0,83,en,Released,Who Lives? Who Dies? Are You Ready to Choose?,Choose,False,4.2,28,killer;father daughter relationship;criminal investigation;sadistic psychopath;college student
False,,0,Crime;Drama;Romance,,26005,tt0123328,cn,香港製造,"The first independent film to emerge from the former British colony since the changeover to China in 1997, Made in Hong Kong is an intoxicating drama about teenage alienation.",2.396191,/uRqIFjnYsP3ykbGLaBwrHaBk5zk.jpg,Nicetop Independent;Nicetop Independent Ltd,,1997-10-09,0,104,cn,Released,,Made in Hong Kong,False,6.7,11,
False,,0,Comedy,,121455,tt0054495,pl,Zezowate szczęście,"The story is an odyssey of a little man through Poland of 1930 to 1950. It shows his attempts to cope with a changing world which seems to have no place for him. He has no consciousness of any kind but is always on the verge of turning into a more coherent human being, only to be slapped down. It begins with the hero's childhood. Then comes the first love marred by his unwilling involvement in fascict politics, him being taken for a Jew because of his nose. Later he decides to join the army to charm the girl, but arrives too late for any fighting. He is arrested by entering German troops while he dresses in officer's uniform and mistakenly sent to POW camp as an officer.",0.409878,/ledMwPZhHPwoboJyB2h1RQZfSFV.jpg,"Polski State Film;ZRF ""Kamera""",,1960-04-04,0,107,pl,Released,,Bad Luck,False,5.1,4,
False,,0,Documentary,http://www.murderbyproxyfilm.com/,103667,tt1193626,en,Murder by Proxy:  How America Went Postal,"Murder By Proxy: How America Went Postal is a documentary that examines the phenomenon of spree killing, particularly in a workplace, that became known in the United States as “going postal”. The film argues that the phenomenon originated in the United States Postal Service as a result of hostile work environment following the Postal Reorganization Act of 1971 and then spread to the rest of society.",0.076587,/mkB3eWPfbUDtcBCdZsY2daoeoaa.jpg,,,2010-01-01,0,0,en,Released,,Murder by Proxy:  How America Went Postal,False,7.0,2,
False,,0,Drama,,41863,tt1223379,ja,Sundome,"Hideo Aiba (Atsuji Ninomiya) is a reserved and obedient high school student, who has never had any girlfriend. He spends all his energy on masturbating, his true reason for living. His life and his solitary activities will take a radical change when a new transfer student, the sexy Kurumi Sahana (Akane Suzuki), joins his class.",0.014339,/chKAM67p6e9lHocXljNFX3aDSf8.jpg,,,2007-11-20,0,0,ja,Released,,Sundome,False,0.0,0,
False,,6500000,Drama;Thriller,http://www.theeastmovie.com/,87499,tt1869716,en,The East,An operative for an elite private intelligence firm finds her priorities irrevocably changed after she is tasked with infiltrating an anarchist group known for executing covert attacks upon major corporations.,6.53667,/zaeROgljq4xSsQXRjdokPsM6QOI.jpg,Scott Free Productions,,2013-05-31,2401510,116,en,Released,"Spy on us, we'll spy on you.",The East,False,6.5,308,secret organization;murder;environmentalism;vanity film;eco-terrorists;multiple felonies
False,,0,Documentary,http://prettysweetvideo.com/,144680,tt1670995,en,Pretty Sweet,"This is an epic tale of two gangs, like The Jets and The Sharks. But Girl and Chocolate aren't even gangs. Some of them act tough and some of them act like babies. But they are even more unlike the Jets and The Sharks in that they aren't even battling each other for territory. They really don't know what the hell they are doing. They don't have a feud, most of them really like each other so that is another thing they don't have in common with the Jets and the Sharks. What they do have in common with The Jets and The Sharks is they love to dance. And when I say dance, I mean SKATE. And when I say SKATE, I mean really good. From the directors that brought you Mouse, Yeah Right and Fully Flared, another chapter in this tale with no plot, no ending but beautiful inner battles acted out on a little board with wheels.",1.330991,/kZ4Wh55DgNSJrgFMc18L6qlgS8O.jpg,Girl & Chocolate Skateboards,,2012-11-16,0,79,en,Released,,Pretty Sweet,False,8.5,10,skateboarding;skateboarder
False,,0,Comedy;Romance,,50076,tt0075875,en,Confessions from a Holiday Camp,"Timmy Lea and his brother-in-law Sidney Noggett are working as entertainment officers at Funfrall, a typical British holiday camp. The staff are lazy and inefficient, preferring to laze by the pool rather than organise activities for the holiday campers. A new owner, Mr. Whitemonk, an ex-prison officer, takes over the camp and is determined to install discipline into the staff. He is on the verge of dismissing Timmy and Sidney; however, Sidney's suggestion of organising a beauty contest changes his mind.",0.883532,/vY4NeFiyyyV9tX48YVSQuk34MPI.jpg,Columbia Pictures Corporation,,1977-01-01,0,88,en,Released,Holiday Campers Exposed! The Funniest Take Off Of the Season!,Confessions from a Holiday Camp,False,6.4,7,british;holiday camp;double entendre;butlins
False,,0,,http://www.dayisdone.ch/,172003,tt1556690,en,Day Is Done,"Day Is Done becomes a poetic but also wryly humorous study of the selfish artist trying to play the indifferent God, but ending up revealing himself as all too human. Day Is Done contains images of ravishing though unconventional urban beauty.",0.007563,/fh4EkSPU8ywPuFRx0OvOscVwOKO.jpg,ARTE;SSR SRG Idée Suisse,,2011-09-23,0,0,de,Released,,Day Is Done,False,0.0,0,
False,,0,Drama;Action;Thriller;Crime;Foreign,,36931,tt0845464,en,Hak bak do,"After working as an undercover in a triad for 8 years, Sheng (Nick Cheung) finally arrests the triad leader (Francis Ng) and resumes his duties as a police officer. However, life does not return to normal as he is faced with suspicions colleagues and even trailed by the investigations team. One day, he meets some triad members whom he has earlier befriended as an undercover. Sheng forced into a corner when asked to collaborate with them once again?",0.609931,/4F8TgdidS27a1KDB0OJI7uFA6vN.jpg,,,2006-08-31,0,88,cn,Released,,On the Edge,False,5.0,6,
False,,0,,,125541,tt1141663,en,Shuga,"Chouga is a beautiful, rich and beloved young woman. She is thirty and lives in Astana, the Kazak new capital. She is married to a famous scientist in his sixties and has a seven-year-old son. Her brother and sister-in-law live in Almaty. The couple is tearing apart and Chouga’s brother requests her to come and try to bring them back together. There she meets  Ablaï, a rich and idle young man whom she strongly feels attracted to. Once back to Astana, Chouga tries to withstand this sensual attraction about which she has a premonition of a tragic outcome.",0.039349,/p3C0G1RCUnjSqMAQdVokxPJHYu5.jpg,,,2007-09-18,0,91,kk,Released,,Chouga,False,5.0,1,
False,,100,Documentary,http://www.theadonisfactor.com,97724,tt1563778,en,The Adonis Factor,Gay men and their pursuit of physical perfection.,0.203511,/4EuPwicRUUt03BcM67K0sD3sAJs.jpg,,,2010-06-19,0,109,en,Released,,The Adonis Factor,False,9.0,1,
False,,0,Drama,,78128,tt1322346,en,Miss Kicki,Kicki has after several years abroad returned to Sweden. Her 17-year old son has been brought up by his grandmother and has a very distant relationship to his mother. In an effort to get reacquainted Kicki invites her son to join her on vacation in Taiwan. But her hidden agenda is that Taipei is also the home of the Taiwanese businessman with whom she has been conducting an Internet romance.,0.489634,/7Kf8Jm6IOPDmbk0VWNdaalXG18W.jpg,,,2009-04-01,0,88,zh;sv;en,Released,,Miss Kicki,False,6.2,6,
False,,0,Animation,http://www.sonypictures.com/homevideo/residentevildamnation/,133121,tt1753496,en,Biohazard: Damnation,"U.S. federal agent Leon S. Kennedy sneaks into the ""East Slavic Republic"" to verify rumors that Bio-Organic Weapons (BOWs) are being used in the country's civil war, which the U.S. and Russia are making preparations to jointly intervene in. Right after his infiltration, the U.S. government orders him to leave immediately. Determined to uncover the truth, Leon ignores the order and enters the battlefield to end the chain of tragedies caused by the BOWs.",16.532373,/hj2xHc35cEscP7oj6DqCK6IbNIC.jpg,Digital Frontier;Sony Pictures Entertainment;Capcom Company,,2012-09-25,0,100,ja;en,Released,The worst evil has been unleashed.,Resident Evil: Damnation,False,6.3,186,dystopia;blood;zombie;based on video game;adult animation
False,,0,Drama;War;Thriller,,121835,tt1996310,de,Lore,"After her Nazi parents are imprisoned, Lore leads her younger siblings across a war-torn Germany in 1945. Amidst the chaos, she encounters mysterious Jewish refugee Thomas, who shatters her fragile reality with hatred and desire. To live, she must trust someone she was taught to hate and face the darkness within herself.",6.468915,/ndmzaty5aaY6VVw4KtQpcdCHno.jpg,Porchlight Films;Rohfilm;Edge City Films,,2012-08-02,0,108,en;de,Released,"When your life is a lie, who can you trust?",Lore,False,7.1,104,woman director
False,,0,Drama,,158262,tt0065400,en,The Angel Levine,"Morris Mishkin is a elderly religious Jew in New York. His wife Fanny is very ill. He's a tailor, but he can't work because his back has given out. He doesn't even have enough money for Fanny's medicine. Finally, a black fellow appears from nowhere in the Mishkin kitchen. He says he's an angel from God, sent to help Mishkin. The black angel is even Jewish, named Alex Levine? But will Morris believe in the angel? And can the angel perform the miracle that he promises?  Written by Martin Lewison",0.002709,/3VTMRVRwl55xUZTlisvfRqSdrRj.jpg,Belafonte Enterprises,,1970-07-27,0,106,en,Released,"If he's an angel, imagine what God is like.",The Angel Levine,False,0.0,0,new york;angel;jewish
False,,11500000,Thriller;Action;Science Fiction;Horror;Mystery,,122857,tt1659343,en,Universal Soldier: Day of Reckoning,"In a world without government, the surviving Unisols maintain order and choose the strongest of their ranks to rule, testing them in life-or-death combat.",12.887287,/2vFlwNhV9HgbjfYZaEhRPfNwSuW.jpg,Signature Pictures;Foresight Unlimited;Baumgarten Management and Productions (BMP),,2012-10-04,1402307,114,en,Released,Under their own command,Universal Soldier: Day of Reckoning,False,5.1,139,gore;extreme violence;extreme blood;slow motion action scene;ultra slow motion;gruesome;bloody spray 
False,,0,Drama;Mystery,,126122,tt0024339,en,The Mind Reader,"Chandler, a con-man, and his helper Frank decide to create a clairvoyant act for the carny circuit, as a little research reveals Ameicans spent $125 million on mind-readers and astrology. The carny, renamed Chandra, falls for one of his marks, Sylvia, but their love is tested when he brings tragedy to other peoples' lives and she asks him to go straight.",0.273441,/iVv5kG4Q813CQexCp6FYTrYR6iG.jpg,First National Pictures,,1933-04-01,0,72,en,Released,,The Mind Reader,False,8.0,1,con man;clairvoyant
False,,700000,Drama;History,http://www.savinglincoln.com,161187,tt2034098,en,Saving Lincoln,"The almost entirely true story of Abraham Lincoln and his self-appointed bodyguard, U.S. Marshal Ward Hill Lamon - a banjo-playing Southerner who foiled repeated attempts on the President's life, and kept him functioning during the darkest hours of the Civil War.",0.341101,/4kIwf9jkyehw8OpMTA2D2229F37.jpg,Lane Street Pictures;Pictures from the Fringe,,2013-02-15,0,101,en,Released,The true story of an epic friendship,Saving Lincoln,False,1.0,1,civil war;biography
False,,3000000,Romance;Drama,,132344,tt2209418,en,Before Midnight,We meet Jesse and Celine nine years on in Greece. Almost two decades have passed since their first meeting on that train bound for Vienna.,11.30324,/uDdobcCBfPObD2pqDSTjXxELt3c.jpg,Sony Pictures Classics;Castle Rock Entertainment;Detour Filmproduction;Faliro House Productions;Venture Forth,,2013-04-05,11176469,108,en;el;fr,Released,Everything's better with maturity.,Before Midnight,False,7.3,583,hotel;airport;hotel room;greece;dream;greek;friends;author;writer;summer vacation;twins
False,,0,Horror;Foreign,,59912,tt0122685,en,"Riti, magie nere e segrete orge nel trecento...",Isabel is a dead vampire and witch whose body is hanging in a basement while the owner tries to kidnap virgins for a sacrifice that could mean Isabel’s resurrection. But doing this won’t be easy as the women aren’t gonna give in very easily.,0.199618,/zTAmOfI8pSrDnNBjBvRSHHYSeGR.jpg,G.R.P. Cinematografica,,1973-01-17,0,98,it,Released,,The Reincarnation of Isabel,False,5.0,2,female nudity;witch;vampire;reincarnation;violence;virgin sacrifice
False,,0,Drama,,55167,tt0064558,fi,69 - Sixtynine,"Tuula's husband Jukka takes care of all domestic chores. Tuula seems to have no idea that her husband spends his evenings working as a major league ice hockey referee. She also finds out about his extra-marital affair with a female rally driver. In revenge, Tuula starts seeing her gynecologist Timo Paasi, a married man with six children.",0.108482,/oiaZNDEFBnuiwhss3ERziWvy2Qz.jpg,Omega Film AB;Jörn Donner Productions;FJ Filmi,,1969-10-03,0,98,fi,Released,,Sixtynine,False,5.0,1,
False,,0,Crime;Drama;Family;Mystery;Thriller,,56744,tt0339422,en,Murder in Greenwich,"The story of Martha Moxley, 15 year old girl murdered in Greenwich in the 1970's, her murder going unsolved for 25 years.",0.509197,/rWwjipdwqbV6llcUDkn6zqMhyoo.jpg,,,2002-11-15,0,89,en,Rumored,,Murder in Greenwich,False,4.0,6,
False,,0,Crime;Drama,,56508,tt0002844,fr,Fantômas: À l'ombre de la guillotine,"For the arch-criminal Fantômas, no crime is too daring, too adventurous. A master of disguise, he has no trouble relieving the Princess Danidoff of her priceless pearl necklace at the Royal Palace Hotel. Inspectator Juve is determined to capture Fantômas and put an end to his limitless villainy. Whilst investigating the disappearance of Lord Beltham, Juve finds himself on the trail of his arch-enemy once more. He discovers that Beltham’s widow has been having a secret affair with a mysterious stranger, Gurn. In Gurn’s apartment, Juve discovers the dead body of Lord Beltham and business cards bearing the name Fantômas. A triumphant Juve makes an easy arrest of Gurn, alias Fantômas, and is sure that nothing can save the evil-doer from the guillotine. But Lady Beltham has an ingenious plan to save her lover, using an actor Valgrand who closely resembles Gurn.",0.791727,/wUFf48PjIizyqQUVaeC7cSyOrj2.jpg,,,1913-05-09,0,54,fr,Released,,Fantômas: In the Shadow of the Guillotine,False,6.7,13,
False,,0,Comedy;Documentary,,103162,tt0175844,en,Lenny Bruce: Swear to Tell the Truth,"In 1948, Lenny Bruce was just another comic who couldn't get arrested. By 1961, all that would change.",0.358968,/hbWssb9Zr2AgC2n3ye7iKGDF4vH.jpg,HBO Documentary;Whyaduck Productions,,1998-10-21,21350,100,en,Released,A documentary about the comic who invented controversy.,Lenny Bruce: Swear to Tell the Truth,False,9.5,1,comedian;biography;comedy;lenny bruce
False,,0,Thriller;War;Drama,,86244,tt0052354,en,Verboten!,"A young American serviceman stationed in Germany after the fall of the Third Reich, jeopardises his future after falling in love with a German woman.",0.229034,/1RHbfqRJ8f6Mlyx6efqsdhI8KF4.jpg,Globe Enterprises;RKO Teleradio Pictures,,1959-03-25,0,93,en;de,Released,A MAD GENERATION... Spawned In Lust... Consumed By Hate!,Verboten!,False,4.9,5,post war germany;u.s. soldier
False,,130000000,Adventure;Action;Science Fiction;Thriller,http://www.gijoemovie.com,72559,tt1583421,en,G.I. Joe: Retaliation,"Framed for crimes against the country, the G.I. Joe team is terminated by Presidential order. This forces the G.I. Joes into not only fighting their mortal enemy Cobra; they are forced to contend with threats from within the government that jeopardize their very existence.",10.560608,/swk1AHwPvIJv8NUFM1qpFuaT642.jpg,Paramount Pictures;Di Bonaventura Pictures;Hasbro;Skydance Productions;Metro-Goldwyn-Mayer (MGM);Saints LA,,2013-03-26,371876278,110,en,Released,,G.I. Joe: Retaliation,False,5.4,3045,terror;assassin;secret;technology;missile;warhead;president;rescue;conspiracy;explosion;battle;surveillance;cobra
False,,0,Drama;Romance,,71325,tt1859522,sv,Kyss mig,"Mia (Ruth Vega Fernandez) and Frida (Liv Mjönes), both in their thirties, meet each other for the first time at their parents' engagement party. Mia's father, Lasse (Krister Henriksson), is about to get married to Frida's mother, Elizabeth (Lena Endre), which will make Mia and Frida stepsisters. Lasse's daughter, Mia, has not visited her father in years and arrives with her boyfriend, Tim (Joakim Nätterqvist), with whom she is about to get married. As Mia and Frida get to know one another, strong emotions begin to stir between them. Their relationship will turn everything upside down for everyone close to them with dramatic consequences.",5.96317,/zFJmS0icDQs7NbxSdodwrokiAq6.jpg,Sveriges Television (SVT);Film i Skåne;Lebox Produktion AB,,2011-07-29,0,107,sv,Released,,With Every Heartbeat,False,6.8,48,heterosexual;engagement;lesbian;father daughter relationship;bisexual woman;woman director
False,,0,Documentary,,148820,tt0258013,fr,Pays de cocagne,"Pierre Etaix’s most radical film, and perhaps unsurprisingly the one that effectively ended his career in cinema, Land of Milk and Honey is a fascinating investigative documentary about post–May ’68 French society.",0.081011,/48ds81C56MfFV7a4kOoDAT6KmOX.jpg,,,1971-02-09,0,80,fr,Released,,Land of Milk and Honey,False,6.0,2,
False,,5000000,Thriller,http://www.thechild-film.com/,133183,tt1921111,de,The Child,"Simon Sachs, a terminally ill ten year old boy, claims to have been a serial killer in his previous life and apparently he can prove it. He leads a lawyer, Robert Stern to the locations of the bodies, who were killed long before Simon was born. Stern takes on the most compelling and mysterious case of his life.",1.719131,/sZ4ILIF4bHCxgMBFskPfRUdrmVt.jpg,Rat Pack Filmproduktion;Braindogs Entertainment;YMC Films,,2012-09-18,0,100,en,Released,I'm Simon - I'm ten years old - I'm a serial killer...,The Child,False,4.6,9,
False,,0,,,70121,tt0248803,en,First Target,The Secret Service attempts to prevent an elaborately plotted assassination attempt on the President.,0.734755,/7IPvtHfrhjECoZt9YJDIrI4vhWU.jpg,,,2000-01-01,0,93,en,Released,,First Target,False,1.3,3,
False,,0,Comedy;Drama;Romance,,88812,tt0039477,en,The Hucksters,"A World War II veteran wants to return to advertising on his own terms, but finds it difficult to be successful and maintain his integrity.",0.1486,/1BqUlQxcvAqZI02aHkww41Xa622.jpg,Metro-Goldwyn-Mayer (MGM),,1947-08-27,0,115,en,Released,Gable's New Star is Deborah Kerr (rhymes with star),The Hucksters,False,6.4,4,widow;advertising;pratfall;integrity
False,,0,Drama;Thriller;Romance,,140443,tt1127883,en,The Girl,A young Texan mother who loses her child to foster care begins smuggling Mexicans across the border.,2.006277,/51aXnxcia7aWsjsl39hJXKrIHcH.jpg,Journeyman Pictures;Axiom Films;Goldcrest Pictures,,2012-01-15,0,95,en;es,Released,The journey will change her forever,The Girl,False,5.9,14,loss of child;smuggling;foster care
